INFO 2023-09-21 21:55:26,800 autoreload 9084 4544 Watching for file changes with StatReloader
INFO 2023-09-21 21:59:16,769 autoreload 9060 7908 Watching for file changes with StatReloader
INFO 2023-09-21 21:59:18,404 views 9060 1732 connection complieted
INFO 2023-09-21 21:59:18,405 basehttp 9060 1732 "GET / HTTP/1.1" 200 12
INFO 2023-09-21 21:59:19,842 views 9060 1732 connection complieted
INFO 2023-09-21 21:59:19,844 basehttp 9060 1732 "GET / HTTP/1.1" 200 12
INFO 2023-09-21 21:59:26,659 views 9060 1732 connection complieted
INFO 2023-09-21 21:59:26,660 basehttp 9060 1732 "GET /cube/ HTTP/1.1" 200 34
INFO 2023-09-21 21:59:28,475 views 9060 1732 connection complieted
INFO 2023-09-21 21:59:28,476 basehttp 9060 1732 "GET /cube/ HTTP/1.1" 200 34
INFO 2023-09-21 21:59:29,524 views 9060 1732 connection complieted
INFO 2023-09-21 21:59:29,525 basehttp 9060 1732 "GET /cube/ HTTP/1.1" 200 34
INFO 2023-09-21 22:17:45,764 autoreload 5108 13704 Watching for file changes with StatReloader
INFO 2023-09-21 22:17:49,971 views 5108 3464 �������� 6
INFO 2023-09-21 22:17:49,971 basehttp 5108 3464 "GET /cube/ HTTP/1.1" 200 34
INFO 2023-09-21 22:19:13,104 autoreload 3888 6164 Watching for file changes with StatReloader
INFO 2023-09-21 22:19:26,874 views 3888 9596 Значение стороны: Орёл
INFO 2023-09-21 22:19:26,875 basehttp 3888 9596 "GET /two/ HTTP/1.1" 200 8
INFO 2023-09-21 22:19:27,997 views 3888 9596 Значение стороны: Орёл
INFO 2023-09-21 22:19:27,998 basehttp 3888 9596 "GET /two/ HTTP/1.1" 200 8
INFO 2023-09-21 22:19:28,854 views 3888 9596 Значение стороны: Орёл
INFO 2023-09-21 22:19:28,855 basehttp 3888 9596 "GET /two/ HTTP/1.1" 200 8
INFO 2023-09-21 22:19:29,925 views 3888 9596 Значение стороны: Орёл
INFO 2023-09-21 22:19:29,926 basehttp 3888 9596 "GET /two/ HTTP/1.1" 200 8
INFO 2023-09-21 22:19:31,262 views 3888 9596 Значение стороны: Решка
INFO 2023-09-21 22:19:31,263 basehttp 3888 9596 "GET /two/ HTTP/1.1" 200 10
INFO 2023-09-21 22:50:33,519 views 3888 6668 Значение стороны: Решка
INFO 2023-09-21 22:50:33,520 basehttp 3888 6668 "GET /two/ HTTP/1.1" 200 10
INFO 2023-09-21 22:50:34,454 views 3888 6668 Значение стороны: Орёл
INFO 2023-09-21 22:50:34,455 basehttp 3888 6668 "GET /two/ HTTP/1.1" 200 8
INFO 2023-09-21 22:50:35,582 views 3888 6668 Значение стороны: Решка
INFO 2023-09-21 22:50:35,582 basehttp 3888 6668 "GET /two/ HTTP/1.1" 200 10
INFO 2023-09-21 22:50:36,628 views 3888 6668 Значение стороны: Орёл
INFO 2023-09-21 22:50:36,628 basehttp 3888 6668 "GET /two/ HTTP/1.1" 200 8
INFO 2023-09-22 16:25:50,327 autoreload 2368 13364 Watching for file changes with StatReloader
INFO 2023-09-22 16:25:54,282 basehttp 2368 9380 "GET / HTTP/1.1" 200 15
WARNING 2023-09-22 16:25:54,479 log 2368 9380 Not Found: /favicon.ico
WARNING 2023-09-22 16:25:54,479 basehttp 2368 9380 "GET /favicon.ico HTTP/1.1" 404 2365
INFO 2023-09-22 16:33:44,373 autoreload 2368 13364 F:\projects_1\seminar_1\my_blogapp\views.py changed, reloading.
INFO 2023-09-22 16:33:44,804 autoreload 7772 3876 Watching for file changes with StatReloader
